GenomeID,Gene,Hit,E-value,Bit Score,Bias,Domain Start,Domain End,Location,Orientation,Flag_Bias,contig,pos_num,operon,top_hit,GTDB,Seq,residue_match
GB_GCA_001563305.1,nifH,CP013703.1_1479_A,6.200000000000001e-106,350.6,0.0,0,351,1531813-1533417,-1,0,CP013703.1,1479,2,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp001563305,,nifH
GB_GCA_001602645.1,nifH,LUYE01000021.1_25_A,5e-110,364.8,0.5,0,248,28373-29119,1,0,LUYE01000021.1,25,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645,,nifH
GB_GCA_001602645.1,nifH,LUYE01000029.1_24_A,1.3999999999999999e-112,373.1,0.6,0,297,35533-36426,-1,0,LUYE01000029.1,24,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645,,nifH
GB_GCA_001602645.1,nifH,LUYE01000036.1_63_A,3.4e-116,385.0,0.1,0,282,60432-61283,-1,0,LUYE01000036.1,63,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645,,nifH
GB_GCA_001602645.1,nifH,LUYE01000048.1_22_A,1.8e-136,451.6,3.1,0,271,24621-25436,-1,0,LUYE01000048.1,22,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645,,nifH
GB_GCA_001602645.1,nifH,LUYE01000057.1_12_A,3.8000000000000004e-117,388.2,0.2,0,279,9771-10613,1,0,LUYE01000057.1,12,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645,,nifH
GB_GCA_001714685.2,nifH,MDTP02000079.1_26_A,6.7e-134,443.7,0.6,0,273,25676-26497,-1,0,MDTP02000079.1,26,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp001714685,,nifH
GB_GCA_001914405.1,nifH,MSDW01000001.1_875_A,2.2e-98,326.2,3.6,0,264,891310-892104,1,0,MSDW01000001.1,875,2,nifH,d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanohalarchaeum;s__Methanohalarchaeum thermophilum,,nifH
GB_GCA_002067065.1,nifH,MVPY01000087.1_17_A,4.4e-134,443.7,8.3,0,276,14712-15542,-1,0,MVPY01000087.1,17,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp002067065,,nifH
GB_GCA_002067095.1,nifH,MVQD01000106.1_245_A,7e-123,406.8,0.1,0,271,251197-252015,1,0,MVQD01000106.1,245,4,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp002067095,,nifH
GB_GCA_002067325.1,nifH,MVQY01000165.1_35_A,1.2e-131,435.6,5.9,0,275,32509-33336,1,0,MVQY01000165.1,35,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp002067325,,nifH
GB_GCA_002067365.1,nifH,MVRK01000029.1_105_A,1.1e-136,452.5,3.0,0,271,101462-102277,-1,0,MVRK01000029.1,105,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067365,,nifH
GB_GCA_002067705.1,nifH,MVRL01000072.1_4_A,5.5e-108,358.5,1.1,0,247,2757-3500,1,0,MVRL01000072.1,4,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067705,,nifH
GB_GCA_002067705.1,nifH,MVRL01000088.1_77_A,2.3e-114,379.5,0.4,0,280,79587-80432,1,0,MVRL01000088.1,77,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067705,,nifH
GB_GCA_002067705.1,nifH,MVRL01000089.1_8_A,5.6e-137,453.7,3.1,0,271,6865-7680,1,0,MVRL01000089.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067705,,nifH
GB_GCA_002067705.1,nifH,MVRL01000136.1_58_A,1.7e-107,356.9,1.5,0,247,64103-64846,1,0,MVRL01000136.1,58,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067705,,nifH
GB_GCA_002067705.1,nifH,MVRL01000154.1_31_A,4.9e-116,385.0,0.3,0,299,32999-33898,-1,0,MVRL01000154.1,31,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067705,,nifH
GB_GCA_002067755.1,nifH,MVQH01000075.1_42_A,1e-136,452.3,2.6,0,271,36603-37418,-1,0,MVQH01000075.1,42,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067755,,nifH
GB_GCA_002067895.1,nifH,MVRE01000004.1_62_A,3.6999999999999997e-121,401.2,0.2,2,277,62319-63152,1,0,MVRE01000004.1,62,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__MVRE01 sp002067895,,nifH
GB_GCA_002068435.1,nifH,MVZQ01000082.1_8_A,3.0000000000000002e-123,408.1,0.1,0,271,6867-7685,-1,0,MVZQ01000082.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp002068435,,nifH
GB_GCA_002494765.1,nifH,DACJ01000072.1_29_A,3.2e-133,440.3,1.5,0,273,29776-30597,-1,0,DACJ01000072.1,29,1,nifH,d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA186;f__UBA186;g__UBA186;s__UBA186 sp002494765,,nifH
GB_GCA_002495065.1,nifH,DADT01000005.1_34_A,5.9e-121,400.6,0.0,0,270,25180-25992,1,0,DADT01000005.1,34,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002495065,,nifH
GB_GCA_002495225.1,nifH,DAEF01000145.1_10_A,7.9e-120,396.7,0.0,0,272,7926-8744,1,0,DAEF01000145.1,10,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA288;s__UBA288 sp002495225,,nifH
GB_GCA_002495325.1,nifH,DAEQ01000007.1_16_A,4.2e-104,344.5,0.0,0,305,20444-22603,-1,0,DAEQ01000007.1,16,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002495325,,nifH
GB_GCA_002495625.1,nifH,DAGC01000013.1_55_A,2.9e-117,388.5,0.1,0,289,58539-59420,-1,0,DAGC01000013.1,55,2,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp002495625,,nifH
GB_GCA_002495625.1,nifH,DAGC01000013.1_93_A,5.8e-132,436.8,5.1,0,275,91142-91969,-1,0,DAGC01000013.1,93,3,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp002495625,,nifH
GB_GCA_002496395.1,nifH,DAJQ01000028.1_26_A,1.5e-118,392.5,0.0,0,270,22144-22959,1,0,DAJQ01000028.1,26,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp002496395,,nifH
GB_GCA_002497075.1,nifH,DAML01000010.1_53_A,1.5e-97,323.4,0.0,0,263,47022-47813,1,0,DAML01000010.1,53,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp002497075,,nifH
GB_GCA_002498375.1,nifH,DAHC01000003.1_60_A,1.3e-121,402.1,0.3,0,268,60653-61459,1,0,DAHC01000003.1,60,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp002498375,,nifH
GB_GCA_002498605.1,nifH,DAHY01000005.1_38_A,3.3e-107,354.4,0.0,0,273,46426-47253,-1,0,DAHY01000005.1,38,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp002498605,,nifH
GB_GCA_002498745.1,nifH,DAIO01000092.1_6_A,1.1e-136,452.2,1.7,0,271,10617-11432,1,0,DAIO01000092.1,6,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002498745,,nifH
GB_GCA_002499905.1,nifH,DANP01000025.1_64_A,3.3e-122,404.4,0.3,0,273,62026-62847,-1,0,DANP01000025.1,64,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp002499905,,nifH
GB_GCA_002501695.1,nifH,DANZ01000141.1_28_A,4.2e-136,450.3,1.1,0,273,25248-26069,-1,0,DANZ01000141.1,28,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp002501695,,nifH
GB_GCA_002502245.1,nifH,DAPW01000007.1_27_A,4.8000000000000003e-122,404.0,0.1,0,269,24376-25188,-1,0,DAPW01000007.1,27,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002502245,,nifH
GB_GCA_002502785.1,nifH,DAQG01000117.1_15_A,2.3e-136,451.2,3.2,0,271,11857-12672,-1,0,DAQG01000117.1,15,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis harundinacea_A,,nifH
GB_GCA_002502965.1,nifH,DAQS01000006.1_25_A,3.8e-101,334.5,0.1,0,363,28895-31036,1,0,DAQS01000006.1,25,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp002502965,,nifH
GB_GCA_002503105.1,nifH,DAQY01000047.1_4_A,8.4e-122,402.8,0.0,0,272,3715-4533,1,0,DAQY01000047.1,4,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA206;s__UBA206 sp002503105,,nifH
GB_GCA_002503595.1,nifH,DASC01000093.1_23_A,3.4e-119,394.9,0.1,0,279,16488-17327,1,0,DASC01000093.1,23,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A sp002503595,,nifH
GB_GCA_002503595.1,nifH,DASC01000093.1_26_A,6.6e-113,374.3,0.6,0,295,20123-21010,1,0,DASC01000093.1,26,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A sp002503595,,nifH
GB_GCA_002503595.1,nifH,DASC01000118.1_8_A,2.1e-138,458.0,2.7,0,273,8217-9038,1,0,DASC01000118.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A sp002503595,,nifH
GB_GCA_002503825.1,nifH,DASP01000009.1_52_A,4.1e-132,437.4,4.6,0,275,48117-48944,1,0,DASP01000009.1,52,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA467;s__UBA467 sp002503825,,nifH
GB_GCA_002503825.1,nifH,DASP01000011.1_23_A,4.2000000000000005e-123,407.8,0.1,1,278,20589-21428,1,0,DASP01000011.1,23,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA467;s__UBA467 sp002503825,,nifH
GB_GCA_002503885.1,nifH,DASQ01000002.1_34_A,7.5e-136,449.6,0.2,8,285,31204-32064,-1,0,DASQ01000002.1,34,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri_B,,nifH
GB_GCA_002503885.1,nifH,DASQ01000039.1_27_A,4.5e-123,407.7,0.2,0,272,22932-23750,1,0,DASQ01000039.1,27,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri_B,,nifH
GB_GCA_002504495.1,nifH,DATC01000007.1_14_A,8.3e-101,333.8,0.1,0,299,10890-13007,-1,0,DATC01000007.1,14,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp002504495,,nifH
GB_GCA_002505765.1,nifH,DAVZ01000013.1_43_A,1.6e-92,307.2,3.9,1,220,38136-38831,1,0,DAVZ01000013.1,43,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp002505765,,nifH
GB_GCA_002505765.1,nifH,DAVZ01000055.1_101_A,1.4e-131,435.4,6.9,0,275,89555-90382,-1,0,DAVZ01000055.1,101,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp002505765,,nifH
GB_GCA_002505805.1,nifH,DAWB01000028.1_11_A,3.7e-119,394.7,0.0,0,300,6909-7838,1,0,DAWB01000028.1,11,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002505805,,nifH
GB_GCA_002506015.1,nifH,DAWR01000075.1_13_A,1.0000000000000001e-112,373.6,0.3,0,297,10983-11882,1,0,DAWR01000075.1,13,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_C;s__Methanogaster_C sp002506015,,nifH
GB_GCA_002506085.1,nifH,DAWV01000006.1_80_A,2.7e-120,398.0,0.3,0,268,74165-74971,-1,0,DAWV01000006.1,80,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp002506085,,nifH
GB_GCA_002506105.1,nifH,DAWU01000006.1_11_A,1.9e-108,359.4,0.1,10,296,14737-15627,1,0,DAWU01000006.1,11,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp002506105,,nifH
GB_GCA_002506105.1,nifH,DAWU01000012.1_30_A,2.2e-122,405.2,0.0,0,271,42572-43387,1,0,DAWU01000012.1,30,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp002506105,,nifH
GB_GCA_002506335.1,nifH,DAXJ01000034.1_8_A,1.3999999999999998e-135,448.9,3.4,0,271,5783-6598,-1,0,DAXJ01000034.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__UBA114;s__UBA114 sp002506335,,nifH
GB_GCA_002508465.1,nifH,DAQQ01000136.1_42_A,9.9e-133,439.8,4.8,0,275,46849-47676,-1,0,DAQQ01000136.1,42,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp002508465,,nifH
GB_GCA_002508465.1,nifH,DAQQ01000257.1_20_A,5.799999999999999e-135,447.1,0.4,0,273,22869-23690,-1,0,DAQQ01000257.1,20,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp002508465,,nifH
GB_GCA_002508495.1,nifH,DANA01000064.1_6_A,1.7e-120,398.8,0.1,0,269,4085-4897,-1,0,DANA01000064.1,6,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002508495,,nifH
GB_GCA_002509405.1,nifH,DAVO01000030.1_111_A,1.3e-104,345.9,0.6,0,342,93571-95718,1,0,DAVO01000030.1,111,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp002509405,,nifH
GB_GCA_002509485.1,nifH,DAWO01000038.1_2_A,5.1e-124,410.3,0.3,0,271,1485-2303,1,0,DAWO01000038.1,2,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__SD8;s__SD8 sp002509485,,nifH
GB_GCA_002509485.1,nifH,DAWO01000076.1_5_A,1.4e-109,362.9,0.1,10,296,3999-4889,-1,0,DAWO01000076.1,5,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__SD8;s__SD8 sp002509485,,nifH
GB_GCA_002509485.1,nifH,DAWO01000104.1_31_A,1.1e-128,425.7,3.2,0,275,22706-23533,-1,0,DAWO01000104.1,31,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__SD8;s__SD8 sp002509485,,nifH
GB_GCA_002509495.1,nifH,DAEV01000020.1_8_A,7.6e-124,410.0,0.1,0,271,6685-7506,-1,0,DAEV01000020.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp002509495,,nifH
GB_GCA_002509495.1,nifH,DAEV01000038.1_13_A,5.5e-108,358.0,0.0,0,278,11634-12479,1,0,DAEV01000038.1,13,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp002509495,,nifH
GB_GCA_002839605.1,nifH,PGYK01000018.1_18_A,1.7e-120,399.1,0.1,0,269,14334-15146,-1,0,PGYK01000018.1,18,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002839605,,nifH
GB_GCA_002839675.1,nifH,PGYM01000001.1_208_A,1.4e-121,402.6,0.1,2,277,205783-206616,1,0,PGYM01000001.1,208,5,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002839675,,nifH
GB_GCA_002839675.1,nifH,PGYM01000001.1_510_A,1.2e-138,458.7,0.5,0,275,481034-481861,1,0,PGYM01000001.1,510,4,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp002839675,,nifH
GB_GCA_002839705.1,nifH,PGYO01000007.1_88_A,1.5e-132,438.7,7.4,0,275,88671-89498,-1,0,PGYO01000007.1,88,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp002839705,,nifH
GB_GCA_002897955.1,nifH,BDTY01000116.1_7_A,2.8e-134,444.1,0.6,0,273,5892-6713,1,0,BDTY01000116.1,7,1,nifH,d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp002897955,,nifH
GB_GCA_002923215.1,nifH,BDTI01000123.1_4_A,6.6e-134,442.8,1.2,0,273,1627-2448,1,0,BDTI01000123.1,4,1,nifH,d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__SZUA-236;g__SZUA-236;s__SZUA-236 sp002923215,,nifH
GB_GCA_002926195.1,nifH,MZXQ01000108.1_2_A,9.499999999999999e-135,445.9,2.1,0,269,2082-2891,1,0,MZXQ01000108.1,2,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Methanomarinus;s__Methanomarinus sp002926195,,nifH
GB_GCA_003104905.1,nifH,PQAS01000057.1_90_A,4.2e-120,398.1,0.0,0,303,100146-101060,-1,0,PQAS01000057.1,90,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp003104905,,nifH
GB_GCA_003141335.1,nifH,PLLR01000026.1_120_A,5.9e-121,400.5,0.0,0,270,95062-95874,-1,0,PLLR01000026.1,120,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp003141335,,nifH
GB_GCA_003151535.1,nifH,PLXT01000077.1_54_A,9.7e-134,443.2,5.8,0,275,55793-56620,1,0,PLXT01000077.1,54,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003151535,,nifH
GB_GCA_003151535.1,nifH,PLXT01000078.1_8_A,6.2e-117,388.0,0.7,0,289,6593-7471,-1,0,PLXT01000078.1,8,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003151535,,nifH
